id,sales
269,30
270,19
271,18
272,17
273,17
274,23
275,22
276,22
277,15
278,19
279,19
280,17
281,20
282,16
283,23
284,14
285,17
286,14
287,16
288,19
289,22
290,20
291,17
292,13
293,14
294,18
295,20
296,19
297,20
298,12
299,17
300,18
301,17
302,26
303,19
304,29
305,16
306,22
307,25
308,21
309,17
310,24
311,24
312,14
313,17
314,17
315,19
316,18
317,19
318,23
319,14
320,19
321,17
322,22
323,23
324,18
325,24
326,16
327,16
328,20
329,26
330,23
331,25
332,30
333,24
334,18
335,25
336,23
337,26
338,25
339,29
340,18
341,26
342,25
343,23
344,29
345,29
346,29
347,18
348,22
349,27
350,23
351,27
352,25
353,25
354,21
355,21
356,21
357,19
358,23
359,22
360,6
361,13
362,12
363,12
364,14
365,16
366,17
367,11
368,13
369,12
370,11
371,16
372,14
373,18
374,9
375,13
376,14
377,16
378,13
379,16
380,13
381,10
382,10
383,11
384,13
385,16
386,15
387,15
388,10
389,12
390,11
391,17
392,16
393,16
394,18
395,15
396,11
397,14
398,14
399,15
400,15
401,19
402,13
403,11
404,14
405,14
406,16
407,18
408,18
409,11
410,11
411,16
412,12
413,17
414,19
415,17
416,12
417,15
418,15
419,19
420,17
421,21
422,18
423,16
424,15
425,19
426,16
427,17
428,20
429,22
430,16
431,18
432,17
433,18
434,18
435,18
436,19
437,14
438,16
439,18
440,11
441,17
442,16
443,22
444,10
445,16
446,13
447,15
448,19
449,19
450,12
451,15
452,12
453,11
454,13
455,12
456,15
457,12
458,10
459,12
460,15
461,13
462,17
463,18
464,11
465,11
466,14
467,10
468,14
469,14
470,15
471,11
472,8
473,10
474,11
475,16
476,17
477,16
478,9
479,8
480,9
481,18
482,15
483,16
484,15
485,11
486,13
487,16
488,12
489,17
490,17
491,18
492,13
493,12
494,14
495,17
496,15
497,16
498,21
499,12
500,12
501,11
502,14
503,16
504,21
505,19
506,11
507,11
508,16
509,25
510,19
511,20
512,21
513,17
514,14
515,18
516,15
517,17
518,19
519,20
520,13
521,16
522,16
523,17
524,20
525,19
526,21
527,13
528,12
529,17
530,19
531,23
532,23
533,23
534,15
535,17
536,17
537,18
538,19
539,19
540,9
541,9
542,7
543,10
544,13
545,12
546,15
547,10
548,8
549,11
550,11
551,13
552,11
553,13
554,10
555,11
556,12
557,11
558,12
559,13
560,13
561,8
562,11
563,11
564,14
565,12
566,13
567,14
568,11
569,12
570,8
571,20
572,11
573,14
574,15
575,8
576,14
577,13
578,14
579,15
580,17
581,14
582,10
583,17
584,10
585,14
586,15
587,16
588,17
589,10
590,12
591,11
592,12
593,15
594,15
595,20
596,12
597,11
598,11
599,14
600,19
601,19
602,19
603,12
604,15
605,17
606,16
607,14
608,20
609,19
610,16
611,14
612,20
613,15
614,20
615,17
616,20
617,10
618,14
619,17
620,14
621,14
622,18
623,17
624,12
625,14
626,17
627,13
628,20
629,15
630,25
631,21
632,16
633,18
634,21
635,19
636,24
637,19
638,17
639,19
640,19
641,23
642,19
643,31
644,17
645,18
646,18
647,19
648,20
649,23
650,25
651,16
652,19
653,21
654,17
655,23
656,23
657,23
658,18
659,22
660,17
661,29
662,26
663,27
664,30
665,18
666,20
667,21
668,29
669,26
670,28
671,29
672,18
673,24
674,20
675,23
676,25
677,25
678,27
679,17
680,21
681,22
682,29
683,28
684,27
685,29
686,15
687,23
688,23
689,34
690,32
691,39
692,36
693,24
694,25
695,23
696,29
697,29
698,34
699,30
700,23
701,27
702,31
703,30
704,30
705,35
706,34
707,23
708,26
709,26
710,27
711,25
712,34
713,33
714,25
715,26
716,23
717,29
718,30
719,36
720,19
721,17
722,16
723,18
724,23
725,27
726,20
727,14
728,17
729,17
730,15
731,19
732,23
733,21
734,11
735,18
736,19
737,17
738,20
739,21
740,20
741,14
742,17
743,13
744,13
745,20
746,24
747,24
748,17
749,16
750,15
751,17
752,17
753,21
754,26
755,16
756,20
757,17
758,17
759,23
760,24
761,20
762,19
763,18
764,18
765,17
766,21
767,25
768,26
769,16
770,18
771,21
772,20
773,20
774,23
775,26
776,15
777,17
778,19
779,24
780,27
781,29
782,30
783,16
784,23
785,23
786,26
787,27
788,26
789,27
790,15
791,26
792,23
793,27
794,23
795,28
796,34
797,19
798,25
799,20
800,24
801,23
802,23
803,30
804,20
805,22
806,23
807,25
808,28
809,24
810,20
811,19
812,18
813,22
814,22
815,21
816,23
817,15
818,17
819,15
820,21
821,26
822,27
823,28
824,14
825,16
826,19
827,21
828,22
829,20
830,25
831,14
832,18
833,19
834,15
835,24
836,17
837,21
838,17
839,14
840,18
841,17
842,28
843,24
844,32
845,13
846,18
847,21
848,20
849,20
850,24
851,26
852,20
853,17
854,21
855,23
856,20
857,25
858,30
859,18
860,24
861,17
862,24
863,29
864,28
865,25
866,17
867,21
868,16
869,29
870,30
871,32
872,34
873,19
874,23
875,28
876,27
877,25
878,26
879,32
880,20
881,24
882,23
883,23
884,26
885,33
886,26
887,24
888,24
889,24
890,27
891,23
892,29
893,29
894,20
895,25
896,28
897,22
898,26
899,29
900,28
901,39
902,46
903,43
904,46
905,49
906,57
907,34
908,45
909,41
910,47
911,45
912,41
913,49
914,28
915,36
916,38
917,46
918,46
919,55
920,49
921,32
922,41
923,39
924,39
925,42
926,47
927,51
928,27
929,44
930,34
931,55
932,49
933,47
934,57
935,37
936,41
937,40
938,51
939,48
940,49
941,51
942,41
943,47
944,42
945,52
946,54
947,52
948,60
949,40
950,45
951,39
952,52
953,46
954,52
955,51
956,39
957,44
958,37
959,67
960,59
961,70
962,69
963,45
964,48
965,53
966,57
967,59
968,65
969,67
970,53
971,53
972,54
973,57
974,64
975,68
976,68
977,45
978,55
979,51
980,52
981,63
982,59
983,63
984,44
985,47
986,52
987,53
988,61
989,65
990,53
991,59
992,45
993,64
994,60
995,68
996,71
997,50
998,63
999,55
1000,57
1001,64
1002,64
1003,74
1004,50
1005,50
1006,60
1007,56
1008,60
1009,66
1010,71
1011,49
1012,60
1013,55
1014,59
1015,60
1016,64
1017,74
1018,50
1019,56
1020,63
1021,80
1022,75
1023,78
1024,75
1025,53
1026,70
1027,61
1028,70
1029,68
1030,80
1031,79
1032,55
1033,63
1034,59
1035,71
1036,72
1037,76
1038,81
1039,53
1040,59
1041,64
1042,69
1043,73
1044,79
1045,82
1046,49
1047,51
1048,58
1049,107
1050,79
1051,92
1052,105
1053,61
1054,77
1055,83
1056,80
1057,76
1058,89
1059,99
1060,66
1061,73
1062,77
1063,79
1064,86
1065,98
1066,94
1067,59
1068,71
1069,73
1070,83
1071,89
1072,92
1073,85
1074,58
1075,77
1076,76
1077,86
1078,82
1079,75
1080,41
1081,53
1082,50
1083,60
1084,50
1085,57
1086,69
1087,45
1088,55
1089,52
1090,51
1091,61
1092,58
1093,53
1094,43
1095,48
1096,49
1097,54
1098,59
1099,58
1100,63
1101,45
1102,44
1103,43
1104,52
1105,59
1106,60
1107,64
1108,41
1109,51
1110,44
1111,74
1112,57
1113,63
1114,74
1115,45
1116,63
1117,63
1118,59
1119,65
1120,72
1121,76
1122,50
1123,59
1124,55
1125,60
1126,70
1127,75
1128,75
1129,47
1130,61
1131,52
1132,56
1133,58
1134,66
1135,70
1136,46
1137,52
1138,46
1139,86
1140,71
1141,68
1142,88
1143,55
1144,64
1145,67
1146,73
1147,79
1148,82
1149,86
1150,58
1151,68
1152,71
1153,69
1154,84
1155,79
1156,91
1157,55
1158,72
1159,65
1160,68
1161,78
1162,77
1163,86
1164,60
1165,74
1166,70
1167,72
1168,71
1169,86
1170,38
1171,42
1172,44
1173,51
1174,51
1175,54
1176,58
1177,37
1178,47
1179,43
1180,45
1181,49
1182,52
1183,61
1184,38
1185,44
1186,45
1187,54
1188,57
1189,56
1190,65
1191,41
1192,51
1193,44
1194,50
1195,51
1196,53
1197,64
1198,32
1199,45
1200,41
1201,52
1202,65
1203,65
1204,76
1205,44
1206,49
1207,47
1208,57
1209,61
1210,60
1211,69
1212,44
1213,49
1214,50
1215,56
1216,58
1217,64
1218,70
1219,42
1220,50
1221,49
1222,60
1223,56
1224,70
1225,62
1226,45
1227,53
1228,44
1229,68
1230,74
1231,70
1232,74
1233,57
1234,59
1235,60
1236,68
1237,68
1238,72
1239,78
1240,55
1241,54
1242,57
1243,65
1244,69
1245,77
1246,84
1247,55
1248,58
1249,64
1250,64
1251,71
1252,74
1253,80
1254,53
1255,64
1256,64
1257,63
1258,68
1259,62
1260,30
1261,30
1262,35
1263,33
1264,38
1265,38
1266,45
1267,29
1268,42
1269,31
1270,40
1271,44
1272,38
1273,39
1274,25
1275,34
1276,37
1277,37
1278,42
1279,40
1280,42
1281,24
1282,33
1283,30
1284,38
1285,39
1286,41
1287,41
1288,26
1289,33
1290,34
1291,47
1292,42
1293,43
1294,51
1295,32
1296,35
1297,36
1298,39
1299,41
1300,48
1301,46
1302,32
1303,37
1304,31
1305,40
1306,41
1307,47
1308,50
1309,30
1310,43
1311,36
1312,40
1313,39
1314,47
1315,48
1316,29
1317,40
1318,35
1319,62
1320,54
1321,57
1322,59
1323,38
1324,43
1325,44
1326,57
1327,50
1328,58
1329,59
1330,38
1331,47
1332,42
1333,49
1334,56
1335,55
1336,57
1337,44
1338,49
1339,45
1340,47
1341,50
1342,54
1343,53
1344,44
1345,40
1346,47
1347,46
1348,46
1349,52
1350,36
1351,35
1352,31
1353,32
1354,36
1355,40
1356,44
1357,31
1358,32
1359,39
1360,38
1361,40
1362,38
1363,46
1364,25
1365,31
1366,32
1367,41
1368,35
1369,41
1370,45
1371,27
1372,35
1373,31
1374,35
1375,41
1376,39
1377,39
1378,27
1379,30
1380,24
1381,44
1382,48
1383,43
1384,46
1385,33
1386,39
1387,34
1388,36
1389,40
1390,46
1391,53
1392,34
1393,39
1394,32
1395,38
1396,44
1397,44
1398,50
1399,31
1400,42
1401,40
1402,42
1403,43
1404,43
1405,46
1406,32
1407,37
1408,32
1409,50
1410,51
1411,55
1412,58
1413,39
1414,42
1415,48
1416,43
1417,55
1418,51
1419,58
1420,39
1421,48
1422,46
1423,48
1424,54
1425,52
1426,59
1427,39
1428,45
1429,47
1430,43
1431,49
1432,54
1433,62
1434,36
1435,45
1436,38
1437,48
1438,56
1439,57
1440,32
1441,25
1442,32
1443,29
1444,35
1445,36
1446,38
1447,28
1448,31
1449,33
1450,36
1451,37
1452,36
1453,42
1454,24
1455,26
1456,27
1457,32
1458,33
1459,34
1460,40
1461,26
1462,30
1463,33
1464,35
1465,32
1466,38
1467,41
1468,28
1469,27
1470,31
1471,28
1472,37
1473,40
1474,42
1475,29
1476,34
1477,30
1478,37
1479,36
1480,36
1481,40
1482,32
1483,31
1484,36
1485,37
1486,35
1487,46
1488,37
1489,32
1490,32
1491,34
1492,31
1493,38
1494,41
1495,40
1496,30
1497,38
1498,35
1499,46
1500,45
1501,54
1502,50
1503,32
1504,46
1505,40
1506,39
1507,54
1508,52
1509,51
1510,34
1511,43
1512,37
1513,41
1514,48
1515,47
1516,55
1517,33
1518,37
1519,41
1520,45
1521,45
1522,51
1523,50
1524,30
1525,37
1526,39
1527,52
1528,47
1529,42
1530,43
1531,59
1532,47
1533,51
1534,65
1535,68
1536,72
1537,42
1538,53
1539,50
1540,56
1541,58
1542,62
1543,68
1544,44
1545,53
1546,54
1547,59
1548,66
1549,63
1550,76
1551,44
1552,53
1553,53
1554,55
1555,59
1556,62
1557,68
1558,46
1559,54
1560,58
1561,74
1562,70
1563,67
1564,72
1565,54
1566,66
1567,57
1568,70
1569,69
1570,73
1571,84
1572,53
1573,63
1574,64
1575,73
1576,74
1577,70
1578,73
1579,52
1580,55
1581,61
1582,65
1583,65
1584,68
1585,80
1586,52
1587,56
1588,58
1589,89
1590,99
1591,85
1592,98
1593,65
1594,76
1595,65
1596,79
1597,84
1598,90
1599,90
1600,55
1601,77
1602,67
1603,79
1604,77
1605,86
1606,88
1607,59
1608,73
1609,70
1610,86
1611,79
1612,86
1613,87
1614,57
1615,69
1616,79
1617,69
1618,83
1619,74
1620,39
1621,43
1622,42
1623,51
1624,62
1625,64
1626,55
1627,36
1628,58
1629,39
1630,55
1631,51
1632,63
1633,64
1634,38
1635,44
1636,49
1637,47
1638,53
1639,57
1640,64
1641,35
1642,50
1643,46
1644,52
1645,48
1646,57
1647,56
1648,41
1649,47
1650,44
1651,69
1652,59
1653,68
1654,66
1655,45
1656,55
1657,52
1658,57
1659,55
1660,66
1661,61
1662,47
1663,48
1664,57
1665,50
1666,57
1667,69
1668,74
1669,47
1670,51
1671,51
1672,55
1673,55
1674,60
1675,75
1676,39
1677,51
1678,47
1679,72
1680,71
1681,73
1682,74
1683,54
1684,57
1685,63
1686,69
1687,71
1688,73
1689,77
1690,54
1691,66
1692,60
1693,69
1694,73
1695,78
1696,77
1697,51
1698,63
1699,55
1700,68
1701,77
1702,78
1703,81
1704,49
1705,63
1706,62
1707,64
1708,59
1709,72
1710,42
1711,49
1712,51
1713,56
1714,60
1715,60
1716,68
1717,44
1718,51
1719,52
1720,53
1721,57
1722,59
1723,58
1724,48
1725,50
1726,48
1727,53
1728,58
1729,58
1730,74
1731,40
1732,46
1733,48
1734,55
1735,60
1736,53
1737,67
1738,44
1739,53
1740,48
1741,73
1742,64
1743,68
1744,71
1745,54
1746,56
1747,56
1748,54
1749,67
1750,74
1751,62
1752,42
1753,51
1754,55
1755,54
1756,65
1757,64
1758,65
1759,43
1760,57
1761,52
1762,57
1763,73
1764,63
1765,71
1766,42
1767,55
1768,53
1769,80
1770,87
1771,83
1772,86
1773,65
1774,71
1775,60
1776,77
1777,71
1778,81
1779,85
1780,50
1781,59
1782,61
1783,68
1784,75
1785,77
1786,85
1787,54
1788,63
1789,63
1790,77
1791,82
1792,77
1793,88
1794,55
1795,61
1796,69
1797,67
1798,65
1799,69
1800,27
1801,21
1802,28
1803,25
1804,28
1805,30
1806,34
1807,19
1808,23
1809,23
1810,29
1811,33
1812,28
1813,30
1814,24
1815,23
1816,28
1817,25
1818,29
1819,31
1820,33
1821,23
1822,22
1823,22
1824,24
1825,29
1826,27
1827,30
1828,22
1829,27
1830,22
1831,28
1832,33
1833,33
1834,38
1835,22
1836,28
1837,29
1838,27
1839,34
1840,36
1841,37
1842,26
1843,26
1844,25
1845,27
1846,28
1847,34
1848,37
1849,25
1850,29
1851,29
1852,27
1853,30
1854,31
1855,30
1856,25
1857,26
1858,26
1859,44
1860,39
1861,40
1862,39
1863,28
1864,29
1865,31
1866,36
1867,33
1868,40
1869,40
1870,27
1871,33
1872,32
1873,32
1874,36
1875,42
1876,45
1877,26
1878,28
1879,33
1880,35
1881,45
1882,44
1883,39
1884,29
1885,32
1886,28
1887,35
1888,36
1889,40
1890,28
1891,32
1892,40
1893,41
1894,38
1895,44
1896,43
1897,34
1898,29
1899,35
1900,35
1901,46
1902,43
1903,50
1904,30
1905,35
1906,29
1907,39
1908,40
1909,40
1910,44
1911,34
1912,29
1913,36
1914,40
1915,46
1916,42
1917,50
1918,33
1919,28
1920,34
1921,47
1922,49
1923,50
1924,52
1925,31
1926,34
1927,41
1928,45
1929,38
1930,44
1931,52
1932,34
1933,37
1934,38
1935,44
1936,47
1937,42
1938,47
1939,34
1940,38
1941,35
1942,47
1943,46
1944,53
1945,56
1946,34
1947,35
1948,31
1949,58
1950,60
1951,56
1952,60
1953,41
1954,46
1955,46
1956,46
1957,53
1958,61
1959,63
1960,41
1961,48
1962,49
1963,42
1964,59
1965,59
1966,58
1967,43
1968,46
1969,46
1970,47
1971,58
1972,53
1973,58
1974,42
1975,43
1976,43
1977,49
1978,45
1979,58
1980,33
1981,31
1982,32
1983,33
1984,35
1985,41
1986,39
1987,29
1988,33
1989,35
1990,32
1991,33
1992,39
1993,39
1994,29
1995,33
1996,30
1997,30
1998,37
1999,39
2000,37
2001,23
2002,36
2003,34
2004,33
2005,41
2006,36
2007,38
2008,23
2009,29
2010,33
2011,40
2012,43
2013,41
2014,43
2015,26
2016,35
2017,33
2018,37
2019,39
2020,43
2021,47
2022,33
2023,34
2024,32
2025,37
2026,40
2027,45
2028,39
2029,28
2030,37
2031,33
2032,34
2033,36
2034,45
2035,41
2036,30
2037,33
2038,38
2039,48
2040,41
2041,50
2042,52
2043,36
2044,41
2045,41
2046,46
2047,46
2048,55
2049,56
2050,30
2051,41
2052,39
2053,42
2054,43
2055,52
2056,57
2057,37
2058,41
2059,41
2060,40
2061,47
2062,48
2063,60
2064,37
2065,41
2066,41
2067,42
2068,50
2069,53
2070,22
2071,27
2072,31
2073,32
2074,35
2075,31
2076,41
2077,28
2078,30
2079,28
2080,33
2081,33
2082,37
2083,34
2084,24
2085,27
2086,27
2087,36
2088,35
2089,32
2090,35
2091,29
2092,25
2093,30
2094,31
2095,29
2096,37
2097,40
2098,24
2099,25
2100,27
2101,38
2102,33
2103,36
2104,40
2105,23
2106,37
2107,35
2108,34
2109,37
2110,39
2111,43
2112,29
2113,34
2114,31
2115,33
2116,37
2117,38
2118,40
2119,29
2120,34
2121,33
2122,33
2123,37
2124,39
2125,40
2126,29
2127,28
2128,25
2129,53
2130,46
2131,38
2132,50
2133,36
2134,39
2135,39
2136,43
2137,46
2138,44
2139,47
2140,31
2141,36
2142,44
2143,41
2144,41
2145,47
2146,52
2147,34
2148,36
2149,37
2150,41
2151,43
2152,50
2153,50
2154,32
2155,34
2156,39
2157,39
2158,41
2159,45
2160,22
2161,26
2162,20
2163,21
2164,21
2165,22
2166,24
2167,14
2168,21
2169,23
2170,21
2171,22
2172,32
2173,24
2174,19
2175,19
2176,21
2177,22
2178,23
2179,22
2180,25
2181,19
2182,18
2183,20
2184,23
2185,26
2186,27
2187,25
2188,19
2189,20
2190,21
2191,19
2192,22
2193,34
2194,31
2195,20
2196,17
2197,24
2198,24
2199,29
2200,25
2201,30
2202,14
2203,20
2204,23
2205,24
2206,24
2207,28
2208,27
2209,19
2210,26
2211,22
2212,30
2213,25
2214,28
2215,30
2216,20
2217,23
2218,21
2219,27
2220,31
2221,32
2222,35
2223,23
2224,26
2225,29
2226,26
2227,33
2228,31
2229,33
2230,25
2231,29
2232,29
2233,26
2234,31
2235,34
2236,33
2237,24
2238,28
2239,31
2240,29
2241,29
2242,34
2243,31
2244,21
2245,30
2246,25
2247,29
2248,35
2249,33
2250,23
2251,20
2252,17
2253,25
2254,23
2255,25
2256,27
2257,17
2258,19
2259,22
2260,21
2261,25
2262,23
2263,25
2264,21
2265,20
2266,19
2267,23
2268,23
2269,27
2270,21
2271,18
2272,20
2273,21
2274,25
2275,23
2276,27
2277,29
2278,16
2279,24
2280,19
2281,29
2282,29
2283,28
2284,29
2285,16
2286,27
2287,23
2288,23
2289,29
2290,30
2291,29
2292,18
2293,21
2294,23
2295,28
2296,25
2297,27
2298,27
2299,18
2300,20
2301,25
2302,24
2303,26
2304,28
2305,30
2306,17
2307,22
2308,26
2309,29
2310,36
2311,37
2312,31
2313,20
2314,29
2315,24
2316,35
2317,28
2318,33
2319,36
2320,22
2321,23
2322,27
2323,28
2324,31
2325,29
2326,40
2327,22
2328,28
2329,29
2330,32
2331,30
2332,36
2333,37
2334,29
2335,25
2336,27
2337,30
2338,32
2339,30
2340,21
2341,19
2342,16
2343,18
2344,18
2345,19
2346,25
2347,15
2348,19
2349,19
2350,21
2351,24
2352,23
2353,22
2354,14
2355,20
2356,17
2357,17
2358,17
2359,19
2360,24
2361,17
2362,18
2363,20
2364,24
2365,19
2366,20
2367,21
2368,17
2369,17
2370,13
2371,30
2372,22
2373,26
2374,23
2375,19
2376,22
2377,20
2378,25
2379,21
2380,24
2381,27
2382,22
2383,22
2384,22
2385,22
2386,23
2387,23
2388,26
2389,13
2390,25
2391,23
2392,23
2393,22
2394,27
2395,25
2396,17
2397,17
2398,20
2399,22
2400,28
2401,35
2402,38
2403,23
2404,24
2405,23
2406,27
2407,26
2408,30
2409,33
2410,22
2411,29
2412,26
2413,27
2414,29
2415,28
2416,30
2417,18
2418,26
2419,21
2420,28
2421,33
2422,30
2423,33
2424,22
2425,25
2426,24
2427,31
2428,27
2429,27
2430,43
2431,33
2432,29
2433,31
2434,32
2435,39
2436,42
2437,31
2438,33
2439,34
2440,36
2441,34
2442,41
2443,37
2444,29
2445,29
2446,35
2447,38
2448,44
2449,39
2450,42
2451,31
2452,36
2453,29
2454,34
2455,43
2456,41
2457,44
2458,28
2459,31
2460,33
2461,43
2462,40
2463,48
2464,46
2465,32
2466,37
2467,33
2468,40
2469,43
2470,43
2471,53
2472,33
2473,39
2474,39
2475,38
2476,44
2477,45
2478,48
2479,32
2480,36
2481,36
2482,44
2483,43
2484,51
2485,43
2486,35
2487,39
2488,35
2489,55
2490,52
2491,50
2492,62
2493,42
2494,42
2495,43
2496,48
2497,48
2498,52
2499,52
2500,38
2501,44
2502,46
2503,47
2504,49
2505,57
2506,56
2507,38
2508,46
2509,44
2510,55
2511,48
2512,52
2513,61
2514,37
2515,43
2516,46
2517,46
2518,50
2519,47
2520,29
2521,26
2522,29
2523,28
2524,34
2525,34
2526,40
2527,26
2528,26
2529,27
2530,32
2531,34
2532,37
2533,38
2534,24
2535,34
2536,27
2537,28
2538,34
2539,34
2540,37
2541,24
2542,24
2543,27
2544,30
2545,38
2546,35
2547,35
2548,19
2549,25
2550,25
2551,38
2552,37
2553,41
2554,46
2555,26
2556,31
2557,33
2558,34
2559,35
2560,40
2561,43
2562,30
2563,31
2564,32
2565,32
2566,34
2567,41
2568,49
2569,26
2570,31
2571,37
2572,34
2573,27
2574,35
2575,41
2576,32
2577,29
2578,31
2579,50
2580,47
2581,41
2582,46
2583,32
2584,39
2585,30
2586,44
2587,46
2588,43
2589,58
2590,26
2591,39
2592,36
2593,41
2594,44
2595,52
2596,48
2597,31
2598,40
2599,36
2600,42
2601,36
2602,49
2603,45
2604,30
2605,39
2606,38
2607,38
2608,44
2609,41
2610,29
2611,25
2612,34
2613,33
2614,35
2615,35
2616,39
2617,25
2618,29
2619,34
2620,31
2621,31
2622,44
2623,40
2624,23
2625,34
2626,31
2627,34
2628,34
2629,37
2630,42
2631,29
2632,31
2633,35
2634,31
2635,30
2636,40
2637,41
2638,21
2639,25
2640,28
2641,35
2642,39
2643,38
2644,42
2645,30
2646,30
2647,30
2648,41
2649,41
2650,42
2651,41
2652,29
2653,34
2654,31
2655,34
2656,34
2657,43
2658,42
2659,32
2660,32
2661,32
2662,37
2663,38
2664,35
2665,36
2666,26
2667,35
2668,35
2669,45
2670,50
2671,54
2672,52
2673,33
2674,41
2675,36
2676,38
2677,55
2678,54
2679,53
2680,35
2681,40
2682,45
2683,46
2684,47
2685,51
2686,55
2687,33
2688,36
2689,39
2690,42
2691,47
2692,52
2693,50
2694,34
2695,38
2696,34
2697,40
2698,41
2699,46
2700,16
2701,13
2702,13
2703,13
2704,16
2705,21
2706,19
2707,11
2708,14
2709,16
2710,17
2711,17
2712,21
2713,17
2714,10
2715,15
2716,15
2717,13
2718,15
2719,16
2720,26
2721,16
2722,15
2723,13
2724,11
2725,17
2726,15
2727,19
2728,13
2729,12
2730,11
2731,22
2732,19
2733,21
2734,17
2735,14
2736,18
2737,17
2738,17
2739,17
2740,19
2741,23
2742,12
2743,14
2744,13
2745,17
2746,23
2747,21
2748,26
2749,15
2750,17
2751,15
2752,19
2753,18
2754,15
2755,18
2756,13
2757,17
2758,15
2759,22
2760,21
2761,23
2762,24
2763,14
2764,23
2765,19
2766,23
2767,20
2768,23
2769,22
2770,16
2771,18
2772,20
2773,22
2774,20
2775,28
2776,20
2777,18
2778,20
2779,21
2780,24
2781,22
2782,21
2783,22
2784,19
2785,17
2786,19
2787,21
2788,19
2789,25
2790,19
2791,21
2792,19
2793,21
2794,23
2795,23
2796,23
2797,20
2798,20
2799,21
2800,19
2801,23
2802,29
2803,27
2804,15
2805,19
2806,22
2807,23
2808,24
2809,25
2810,26
2811,19
2812,21
2813,21
2814,24
2815,23
2816,23
2817,24
2818,15
2819,24
2820,21
2821,29
2822,29
2823,27
2824,31
2825,19
2826,21
2827,19
2828,23
2829,28
2830,29
2831,30
2832,22
2833,20
2834,24
2835,23
2836,25
2837,31
2838,35
2839,19
2840,23
2841,19
2842,26
2843,25
2844,29
2845,31
2846,22
2847,24
2848,26
2849,31
2850,35
2851,35
2852,34
2853,24
2854,26
2855,29
2856,31
2857,30
2858,38
2859,30
2860,26
2861,28
2862,26
2863,29
2864,28
2865,29
2866,35
2867,29
2868,32
2869,30
2870,28
2871,30
2872,33
2873,37
2874,23
2875,30
2876,24
2877,26
2878,29
2879,29
2880,18
2881,18
2882,20
2883,20
2884,22
2885,22
2886,25
2887,14
2888,21
2889,20
2890,18
2891,16
2892,23
2893,23
2894,17
2895,18
2896,19
2897,19
2898,19
2899,22
2900,24
2901,17
2902,18
2903,21
2904,19
2905,21
2906,24
2907,23
2908,14
2909,20
2910,14
2911,28
2912,31
2913,22
2914,26
2915,16
2916,20
2917,17
2918,23
2919,23
2920,27
2921,20
2922,16
2923,20
2924,19
2925,22
2926,26
2927,21
2928,29
2929,19
2930,19
2931,19
2932,20
2933,23
2934,26
2935,23
2936,18
2937,21
2938,21
2939,28
2940,28
2941,33
2942,31
2943,18
2944,26
2945,24
2946,25
2947,31
2948,27
2949,32
2950,22
2951,24
2952,24
2953,27
2954,32
2955,29
2956,35
2957,22
2958,25
2959,23
2960,24
2961,31
2962,29
2963,34
2964,23
2965,25
2966,21
2967,29
2968,28
2969,30
2970,16
2971,19
2972,17
2973,18
2974,18
2975,20
2976,19
2977,18
2978,17
2979,20
2980,19
2981,18
2982,20
2983,23
2984,14
2985,15
2986,19
2987,19
2988,20
2989,21
2990,22
2991,14
2992,16
2993,15
2994,19
2995,19
2996,19
2997,23
